"Input.name","Standardized.name","Formula","Exact.mass","Super.class","Main.class","Sub.class","PubChem_CID","ChEBI_ID","HMDB_ID","LM_ID","KEGG_ID","INCHI_KEY","RefMet_ID"
"cis-Aconitic acid","cis-Aconitic acid","C6H6O6","174.0164","Organic acids","TCA acids","TCA acids","643757","32805","HMDB0000072",NA,"C00417","GTZCVFVGUGFEME-IWQZZHSRSA-N","RM0021619"
"cis-Aconitic acid","cis-Aconitic acid","C6H6O6","174.0164","Organic acids","TCA acids","TCA acids","643757","32805","HMDB0000072",NA,"C00417","GTZCVFVGUGFEME-IWQZZHSRSA-N","RM0021619"
"cis-Aconitic acid","cis-Aconitic acid","C6H6O6","174.0164","Organic acids","TCA acids","TCA acids","643757","32805","HMDB0000072",NA,"C00417","GTZCVFVGUGFEME-IWQZZHSRSA-N","RM0021619"
"Choline","Choline","C5H14NO","104.1075","Organic nitrogen compounds","Cholines","Cholines","305","15354","HMDB0000097",NA,"C00114","OEYIOHPDSNJKLS-UHFFFAOYSA-N","RM0028739"
"Choline","Choline","C5H14NO","104.1075","Organic nitrogen compounds","Cholines","Cholines","305","15354","HMDB0000097",NA,"C00114","OEYIOHPDSNJKLS-UHFFFAOYSA-N","RM0028739"
"Choline","Choline","C5H14NO","104.1075","Organic nitrogen compounds","Cholines","Cholines","305","15354","HMDB0000097",NA,"C00114","OEYIOHPDSNJKLS-UHFFFAOYSA-N","RM0028739"
"Spermine","Spermine","C10H26N4","202.2157","Alkaloids","Ornithine alkaloids","Polyamines","1103","15746","HMDB0001256",NA,"C00750","PFNFFQXMRSDOHW-UHFFFAOYSA-N","RM0033343"
"Spermine","Spermine","C10H26N4","202.2157","Alkaloids","Ornithine alkaloids","Polyamines","1103","15746","HMDB0001256",NA,"C00750","PFNFFQXMRSDOHW-UHFFFAOYSA-N","RM0033343"
"Spermine","Spermine","C10H26N4","202.2157","Alkaloids","Ornithine alkaloids","Polyamines","1103","15746","HMDB0001256",NA,"C00750","PFNFFQXMRSDOHW-UHFFFAOYSA-N","RM0033343"
"L-Carnitine","Carnitine","C7H15NO3","161.1052","Organic nitrogen compounds","Carnitines","Carnitines","10917","16347","HMDB0000062",NA,"C00487","PHIQHXFUZVPYII-ZCFIWIBFSA-N","RM0008606"
"L-Carnitine","Carnitine","C7H15NO3","161.1052","Organic nitrogen compounds","Carnitines","Carnitines","10917","16347","HMDB0000062",NA,"C00487","PHIQHXFUZVPYII-ZCFIWIBFSA-N","RM0008606"
"L-Carnitine","Carnitine","C7H15NO3","161.1052","Organic nitrogen compounds","Carnitines","Carnitines","10917","16347","HMDB0000062",NA,"C00487","PHIQHXFUZVPYII-ZCFIWIBFSA-N","RM0008606"
"Spermidine","Spermidine","C7H19N3","145.1579","Alkaloids","Ornithine alkaloids","Polyamines","1102","16610","HMDB0001257",NA,"C00315","ATHGHQPFGPMSJY-UHFFFAOYSA-N","RM0041813"
"Spermidine","Spermidine","C7H19N3","145.1579","Alkaloids","Ornithine alkaloids","Polyamines","1102","16610","HMDB0001257",NA,"C00315","ATHGHQPFGPMSJY-UHFFFAOYSA-N","RM0041813"
"Spermidine","Spermidine","C7H19N3","145.1579","Alkaloids","Ornithine alkaloids","Polyamines","1102","16610","HMDB0001257",NA,"C00315","ATHGHQPFGPMSJY-UHFFFAOYSA-N","RM0041813"
"L-Carnitine","Carnitine","C7H15NO3","161.1052","Organic nitrogen compounds","Carnitines","Carnitines","10917","16347","HMDB0000062",NA,"C00487","PHIQHXFUZVPYII-ZCFIWIBFSA-N","RM0008606"
"L-Carnitine","Carnitine","C7H15NO3","161.1052","Organic nitrogen compounds","Carnitines","Carnitines","10917","16347","HMDB0000062",NA,"C00487","PHIQHXFUZVPYII-ZCFIWIBFSA-N","RM0008606"
"L-Carnitine","Carnitine","C7H15NO3","161.1052","Organic nitrogen compounds","Carnitines","Carnitines","10917","16347","HMDB0000062",NA,"C00487","PHIQHXFUZVPYII-ZCFIWIBFSA-N","RM0008606"
"[2-(trimethylazaniumyl)ethoxy]phosphonic acid","N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium","C5H15NO4P","184.07387","Organic nitrogen compounds [C0004707]","Organonitrogen compounds [C0000278]","Quaternary ammonium salts [C0000503]","1014","18132","HMDB0001565",NA,NA,"YHHSONZFOIEMCP-UHFFFAOYSA-O","148427"
"[2-(trimethylazaniumyl)ethoxy]phosphonic acid","N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium","C5H15NO4P","184.07387","Organic nitrogen compounds [C0004707]","Organonitrogen compounds [C0000278]","Quaternary ammonium salts [C0000503]","1014","18132","HMDB0001565",NA,NA,"YHHSONZFOIEMCP-UHFFFAOYSA-O","148427"
"[2-(trimethylazaniumyl)ethoxy]phosphonic acid","N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium","C5H15NO4P","184.07387","Organic nitrogen compounds [C0004707]","Organonitrogen compounds [C0000278]","Quaternary ammonium salts [C0000503]","1014","18132","HMDB0001565",NA,NA,"YHHSONZFOIEMCP-UHFFFAOYSA-O","148427"
"Agmatine","Agmatine","C5H14N4","130.1218","Alkaloids","Ornithine alkaloids","Polyamines","199","17431","HMDB0001432",NA,"C00179","QYPPJABKJHAVHS-UHFFFAOYSA-N","RM0136100"
"Agmatine","Agmatine","C5H14N4","130.1218","Alkaloids","Ornithine alkaloids","Polyamines","199","17431","HMDB0001432",NA,"C00179","QYPPJABKJHAVHS-UHFFFAOYSA-N","RM0136100"
"Agmatine","Agmatine","C5H14N4","130.1218","Alkaloids","Ornithine alkaloids","Polyamines","199","17431","HMDB0001432",NA,"C00179","QYPPJABKJHAVHS-UHFFFAOYSA-N","RM0136100"
"AICAR","AICAR","C9H14N4O5","258.0964","Nucleic acids","Imidazoles","Imidazole ribonucleosides and ribonucleotides","17513","28498","HMDB0062179",NA,NA,"RTRQQBHATOEIAF-UUOKFMHZSA-N","RM0032849"
"AICAR","AICAR","C9H14N4O5","258.0964","Nucleic acids","Imidazoles","Imidazole ribonucleosides and ribonucleotides","17513","28498","HMDB0062179",NA,NA,"RTRQQBHATOEIAF-UUOKFMHZSA-N","RM0032849"
"AICAR","AICAR","C9H14N4O5","258.0964","Nucleic acids","Imidazoles","Imidazole ribonucleosides and ribonucleotides","17513","28498","HMDB0062179",NA,NA,"RTRQQBHATOEIAF-UUOKFMHZSA-N","RM0032849"
"1,3-Dimethyluric acid","1,3-Dimethyluric acid","C7H8N4O3","196.0596","Nucleic acids","Purines","Xanthines","70346","68447","HMDB0001857",NA,NA,"OTSBKHHWSQYEHK-UHFFFAOYSA-N","RM0136120"
"1,3-Dimethyluric acid","1,3-Dimethyluric acid","C7H8N4O3","196.0596","Nucleic acids","Purines","Xanthines","70346","68447","HMDB0001857",NA,NA,"OTSBKHHWSQYEHK-UHFFFAOYSA-N","RM0136120"
"1,3-Dimethyluric acid","1,3-Dimethyluric acid","C7H8N4O3","196.0596","Nucleic acids","Purines","Xanthines","70346","68447","HMDB0001857",NA,NA,"OTSBKHHWSQYEHK-UHFFFAOYSA-N","RM0136120"
"1-Aminocyclopropanecarboxylic acid","1-Aminocyclopropanecarboxylic acid","C4H7NO2","101.0477","Organic acids","Amino acids and peptides","Amino acids","535","18053","HMDB0036458",NA,"C01234","PAJPWUMXBYXFCZ-UHFFFAOYSA-N","RM0136686"
"1-Aminocyclopropanecarboxylic acid","1-Aminocyclopropanecarboxylic acid","C4H7NO2","101.0477","Organic acids","Amino acids and peptides","Amino acids","535","18053","HMDB0036458",NA,"C01234","PAJPWUMXBYXFCZ-UHFFFAOYSA-N","RM0136686"
"1-Aminocyclopropanecarboxylic acid","1-Aminocyclopropanecarboxylic acid","C4H7NO2","101.0477","Organic acids","Amino acids and peptides","Amino acids","535","18053","HMDB0036458",NA,"C01234","PAJPWUMXBYXFCZ-UHFFFAOYSA-N","RM0136686"
"1-Methylhistidine","1-Methylhistidine","C7H11N3O2","169.0851","Organic acids","Amino acids and peptides","Amino acids","92105","50599","HMDB0000001",NA,"C01152","BRMWTNUJHUMWMS-LURJTMIESA-N","RM0162041"
"1-Methylhistidine","1-Methylhistidine","C7H11N3O2","169.0851","Organic acids","Amino acids and peptides","Amino acids","92105","50599","HMDB0000001",NA,"C01152","BRMWTNUJHUMWMS-LURJTMIESA-N","RM0162041"
"1-Methylhistidine","1-Methylhistidine","C7H11N3O2","169.0851","Organic acids","Amino acids and peptides","Amino acids","92105","50599","HMDB0000001",NA,"C01152","BRMWTNUJHUMWMS-LURJTMIESA-N","RM0162041"
"Creatine","Creatine","C4H9N3O2","131.0695","Organic acids","Amino acids and peptides","Amino acids","586","16919","HMDB0000064",NA,"C00300","CVSVTCORWBXHQV-UHFFFAOYSA-N","RM0135876"
"Creatine","Creatine","C4H9N3O2","131.0695","Organic acids","Amino acids and peptides","Amino acids","586","16919","HMDB0000064",NA,"C00300","CVSVTCORWBXHQV-UHFFFAOYSA-N","RM0135876"
"Creatine","Creatine","C4H9N3O2","131.0695","Organic acids","Amino acids and peptides","Amino acids","586","16919","HMDB0000064",NA,"C00300","CVSVTCORWBXHQV-UHFFFAOYSA-N","RM0135876"
"Phosphoenolpyruvic acid","Phosphoenolpyruvic acid","C3H5O6P","167.9824","Organic acids","Short-chain acids","Short-chain acids","1005","44897","HMDB0000263",NA,"C00074","DTBNBXWJWCWCIK-UHFFFAOYSA-N","RM0060576"
"Phosphoenolpyruvic acid","Phosphoenolpyruvic acid","C3H5O6P","167.9824","Organic acids","Short-chain acids","Short-chain acids","1005","44897","HMDB0000263",NA,"C00074","DTBNBXWJWCWCIK-UHFFFAOYSA-N","RM0060576"
"Phosphoenolpyruvic acid","Phosphoenolpyruvic acid","C3H5O6P","167.9824","Organic acids","Short-chain acids","Short-chain acids","1005","44897","HMDB0000263",NA,"C00074","DTBNBXWJWCWCIK-UHFFFAOYSA-N","RM0060576"
"Gamma-Aminobutyric acid","gamma-Aminobutyric acid","C4H9NO2","103.0633","Fatty Acyls","Fatty acids","Amino FA","119","16865","HMDB0000112","LMFA01100039","C00334","BTCSSZJGUNDROE-UHFFFAOYSA-N","RM0153263"
"Gamma-Aminobutyric acid","gamma-Aminobutyric acid","C4H9NO2","103.0633","Fatty Acyls","Fatty acids","Amino FA","119","16865","HMDB0000112","LMFA01100039","C00334","BTCSSZJGUNDROE-UHFFFAOYSA-N","RM0153263"
"Gamma-Aminobutyric acid","gamma-Aminobutyric acid","C4H9NO2","103.0633","Fatty Acyls","Fatty acids","Amino FA","119","16865","HMDB0000112","LMFA01100039","C00334","BTCSSZJGUNDROE-UHFFFAOYSA-N","RM0153263"
"Taurine","Taurine","C2H7NO3S","125.0147","Organic acids","Sulfonic acids","Sulfonic acids","1123","15891","HMDB0000251",NA,"C00245","XOAAWQZATWQOTB-UHFFFAOYSA-N","RM0118223"
"Taurine","Taurine","C2H7NO3S","125.0147","Organic acids","Sulfonic acids","Sulfonic acids","1123","15891","HMDB0000251",NA,"C00245","XOAAWQZATWQOTB-UHFFFAOYSA-N","RM0118223"
"Taurine","Taurine","C2H7NO3S","125.0147","Organic acids","Sulfonic acids","Sulfonic acids","1123","15891","HMDB0000251",NA,"C00245","XOAAWQZATWQOTB-UHFFFAOYSA-N","RM0118223"
"dADP","dADP","C10H15N5O9P2","411.0345","Nucleic acids","Purines","Purine dNDP","188966","16174","HMDB0001508",NA,"C00206","DAEAPNUQQAICNR-RRKCRQDMSA-N","RM0159828"
"dADP","dADP","C10H15N5O9P2","411.0345","Nucleic acids","Purines","Purine dNDP","188966","16174","HMDB0001508",NA,"C00206","DAEAPNUQQAICNR-RRKCRQDMSA-N","RM0159828"
"dADP","dADP","C10H15N5O9P2","411.0345","Nucleic acids","Purines","Purine dNDP","188966","16174","HMDB0001508",NA,"C00206","DAEAPNUQQAICNR-RRKCRQDMSA-N","RM0159828"
"Deoxycytidine","Deoxycytidine","C9H13N3O4","227.0906","Nucleic acids","Pyrimidines","Pyrimidine deoxyribonucleosides","13711","15698","HMDB0000014",NA,"C00881","CKTSBUTUHBMZGZ-SHYZEUOFSA-N","RM0040741"
"Deoxycytidine","Deoxycytidine","C9H13N3O4","227.0906","Nucleic acids","Pyrimidines","Pyrimidine deoxyribonucleosides","13711","15698","HMDB0000014",NA,"C00881","CKTSBUTUHBMZGZ-SHYZEUOFSA-N","RM0040741"
"Deoxycytidine","Deoxycytidine","C9H13N3O4","227.0906","Nucleic acids","Pyrimidines","Pyrimidine deoxyribonucleosides","13711","15698","HMDB0000014",NA,"C00881","CKTSBUTUHBMZGZ-SHYZEUOFSA-N","RM0040741"
"Deoxyinosine","Deoxyinosine","C10H12N4O4","252.0859","Nucleic acids","Purines","Purine deoxyribonucleosides","135398593","28997","HMDB0000071",NA,"C05512","VGONTNSXDCQUGY-RRKCRQDMSA-N","RM0135877"
"Deoxyinosine","Deoxyinosine","C10H12N4O4","252.0859","Nucleic acids","Purines","Purine deoxyribonucleosides","135398593","28997","HMDB0000071",NA,"C05512","VGONTNSXDCQUGY-RRKCRQDMSA-N","RM0135877"
"Deoxyinosine","Deoxyinosine","C10H12N4O4","252.0859","Nucleic acids","Purines","Purine deoxyribonucleosides","135398593","28997","HMDB0000071",NA,"C05512","VGONTNSXDCQUGY-RRKCRQDMSA-N","RM0135877"
"Citric acid","Citric acid","C6H8O7","192.027","Organic acids","TCA acids","TCA acids","311","30769","HMDB0000094",NA,"C00158","KRKNYBCHXYNGOX-UHFFFAOYSA-N","RM0135884"
"Citric acid","Citric acid","C6H8O7","192.027","Organic acids","TCA acids","TCA acids","311","30769","HMDB0000094",NA,"C00158","KRKNYBCHXYNGOX-UHFFFAOYSA-N","RM0135884"
"Citric acid","Citric acid","C6H8O7","192.027","Organic acids","TCA acids","TCA acids","311","30769","HMDB0000094",NA,"C00158","KRKNYBCHXYNGOX-UHFFFAOYSA-N","RM0135884"
"Creatinine","Creatinine","C4H7N3O","113.0589","Organoheterocyclic compounds","Azoles","Imidazolines","137319715","16737","HMDB0000562",NA,"C00791","DDRJAANPRJIHGJ-UHFFFAOYSA-N","RM0028430"
"Creatinine","Creatinine","C4H7N3O","113.0589","Organoheterocyclic compounds","Azoles","Imidazolines","137319715","16737","HMDB0000562",NA,"C00791","DDRJAANPRJIHGJ-UHFFFAOYSA-N","RM0028430"
"Creatinine","Creatinine","C4H7N3O","113.0589","Organoheterocyclic compounds","Azoles","Imidazolines","137319715","16737","HMDB0000562",NA,"C00791","DDRJAANPRJIHGJ-UHFFFAOYSA-N","RM0028430"
"2-Isopropylmalic acid","2-Isopropylmalic acid","C7H12O5","176.0685","Fatty Acyls","Fatty acids","Hydroxy FA","5280523","35128","HMDB0000402","LMFA01170083","C02504","BITYXLXUCSKTJS-ZETCQYMHSA-N","RM0153706"
"2-Isopropylmalic acid","2-Isopropylmalic acid","C7H12O5","176.0685","Fatty Acyls","Fatty acids","Hydroxy FA","5280523","35128","HMDB0000402","LMFA01170083","C02504","BITYXLXUCSKTJS-ZETCQYMHSA-N","RM0153706"
"2-Isopropylmalic acid","2-Isopropylmalic acid","C7H12O5","176.0685","Fatty Acyls","Fatty acids","Hydroxy FA","5280523","35128","HMDB0000402","LMFA01170083","C02504","BITYXLXUCSKTJS-ZETCQYMHSA-N","RM0153706"
"2-Phosphoglyceric acid","2-Phosphoglyceric acid","C3H7O7P","185.9929","Organic acids","Short-chain acids","Short-chain acids","439278","17835","HMDB0003391",NA,"C00631","GXIURPTVHJPJLF-UWTATZPHSA-N","RM0136217"
"2-Phosphoglyceric acid","2-Phosphoglyceric acid","C3H7O7P","185.9929","Organic acids","Short-chain acids","Short-chain acids","439278","17835","HMDB0003391",NA,"C00631","GXIURPTVHJPJLF-UWTATZPHSA-N","RM0136217"
"2-Phosphoglyceric acid","2-Phosphoglyceric acid","C3H7O7P","185.9929","Organic acids","Short-chain acids","Short-chain acids","439278","17835","HMDB0003391",NA,"C00631","GXIURPTVHJPJLF-UWTATZPHSA-N","RM0136217"
"3-(3-Hydroxyphenyl)propanoic acid","3-(3-Hydroxyphenyl)propanoic acid","C9H10O3","166.063","Organic acids","Phenylpropanoids","Cinnamic acids","91","1427","HMDB0000375",NA,"C11457","QVWAEZJXDYOKEH-UHFFFAOYSA-N","RM0135946"
"3-(3-Hydroxyphenyl)propanoic acid","3-(3-Hydroxyphenyl)propanoic acid","C9H10O3","166.063","Organic acids","Phenylpropanoids","Cinnamic acids","91","1427","HMDB0000375",NA,"C11457","QVWAEZJXDYOKEH-UHFFFAOYSA-N","RM0135946"
"3-(3-Hydroxyphenyl)propanoic acid","3-(3-Hydroxyphenyl)propanoic acid","C9H10O3","166.063","Organic acids","Phenylpropanoids","Cinnamic acids","91","1427","HMDB0000375",NA,"C11457","QVWAEZJXDYOKEH-UHFFFAOYSA-N","RM0135946"
"3,4-Dihydroxybenzeneacetic acid","3,4-Dihydroxybenzeneacetic acid","C8H8O4","168.0423","Benzenoids","Benzenes","Hydroxybenzoic acids","547","41941","HMDB0001336",NA,"C01161","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","RM0136062"
"3,4-Dihydroxybenzeneacetic acid","3,4-Dihydroxybenzeneacetic acid","C8H8O4","168.0423","Benzenoids","Benzenes","Hydroxybenzoic acids","547","41941","HMDB0001336",NA,"C01161","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","RM0136062"
"3,4-Dihydroxybenzeneacetic acid","3,4-Dihydroxybenzeneacetic acid","C8H8O4","168.0423","Benzenoids","Benzenes","Hydroxybenzoic acids","547","41941","HMDB0001336",NA,"C01161","CFFZDZCDUFSOFZ-UHFFFAOYSA-N","RM0136062"
"3-Hydroxybutyric acid","3-Hydroxybutyric acid","C4H8O3","104.0473","Fatty Acyls","Fatty acids","Hydroxy FA","441","20067","HMDB0000357","LMFA01050005","C01089","WHBMMWSBFZVSSR-UHFFFAOYSA-N","RM0153056"
"3-Hydroxybutyric acid","3-Hydroxybutyric acid","C4H8O3","104.0473","Fatty Acyls","Fatty acids","Hydroxy FA","441","20067","HMDB0000357","LMFA01050005","C01089","WHBMMWSBFZVSSR-UHFFFAOYSA-N","RM0153056"
"3-Hydroxybutyric acid","3-Hydroxybutyric acid","C4H8O3","104.0473","Fatty Acyls","Fatty acids","Hydroxy FA","441","20067","HMDB0000357","LMFA01050005","C01089","WHBMMWSBFZVSSR-UHFFFAOYSA-N","RM0153056"
"3-Hydroxydecanoic acid","3-Hydroxydecanoic acid","C10H20O3","188.1412","Fatty Acyls","Fatty acids","Hydroxy FA","26612","132983","HMDB0002203","LMFA01050153",NA,"FYSSBMZUBSBFJL-UHFFFAOYSA-N","RM0138800"
"3-Hydroxydecanoic acid","3-Hydroxydecanoic acid","C10H20O3","188.1412","Fatty Acyls","Fatty acids","Hydroxy FA","26612","132983","HMDB0002203","LMFA01050153",NA,"FYSSBMZUBSBFJL-UHFFFAOYSA-N","RM0138800"
"3-Hydroxydecanoic acid","3-Hydroxydecanoic acid","C10H20O3","188.1412","Fatty Acyls","Fatty acids","Hydroxy FA","26612","132983","HMDB0002203","LMFA01050153",NA,"FYSSBMZUBSBFJL-UHFFFAOYSA-N","RM0138800"
"4-hydroxyphenyl acetate","4-Hydroxyphenyl acetate","C8H8O3","152.0473","Benzenoids","Benzenes","Hydroxybenzoic acids","96009","31128","HMDB0060390",NA,NA,"HBMCQTHGYMTCOF-UHFFFAOYSA-N","RM0016691"
"4-hydroxyphenyl acetate","4-Hydroxyphenyl acetate","C8H8O3","152.0473","Benzenoids","Benzenes","Hydroxybenzoic acids","96009","31128","HMDB0060390",NA,NA,"HBMCQTHGYMTCOF-UHFFFAOYSA-N","RM0016691"
"4-hydroxyphenyl acetate","4-Hydroxyphenyl acetate","C8H8O3","152.0473","Benzenoids","Benzenes","Hydroxybenzoic acids","96009","31128","HMDB0060390",NA,NA,"HBMCQTHGYMTCOF-UHFFFAOYSA-N","RM0016691"
"3-Methoxytyramine","3-Methoxytyramine","C9H13NO2","167.0946","Alkaloids","Tyrosine alkaloids","Phenylethylamines","1669","1582","HMDB0000022",NA,"C05587","DIVQKHQLANKJQO-UHFFFAOYSA-N","RM0040772"
"3-Methoxytyramine","3-Methoxytyramine","C9H13NO2","167.0946","Alkaloids","Tyrosine alkaloids","Phenylethylamines","1669","1582","HMDB0000022",NA,"C05587","DIVQKHQLANKJQO-UHFFFAOYSA-N","RM0040772"
"3-Methoxytyramine","3-Methoxytyramine","C9H13NO2","167.0946","Alkaloids","Tyrosine alkaloids","Phenylethylamines","1669","1582","HMDB0000022",NA,"C05587","DIVQKHQLANKJQO-UHFFFAOYSA-N","RM0040772"
"Pimelic acid","Pimelic acid","C7H12O4","160.0736","Fatty Acyls","Fatty acids","Dicarboxylic acids","385","30531","HMDB0000857","LMFA01170051","C02656","WLJVNTCWHIRURA-UHFFFAOYSA-N","RM0158554"
"Pimelic acid","Pimelic acid","C7H12O4","160.0736","Fatty Acyls","Fatty acids","Dicarboxylic acids","385","30531","HMDB0000857","LMFA01170051","C02656","WLJVNTCWHIRURA-UHFFFAOYSA-N","RM0158554"
"Pimelic acid","Pimelic acid","C7H12O4","160.0736","Fatty Acyls","Fatty acids","Dicarboxylic acids","385","30531","HMDB0000857","LMFA01170051","C02656","WLJVNTCWHIRURA-UHFFFAOYSA-N","RM0158554"
"Norepinephrine","Norepinephrine","C8H11NO3","169.0739","Alkaloids","Tyrosine alkaloids","Phenylethylamines","439260","18357","HMDB0000216",NA,"C00547","SFLSHLFXELFNJZ-QMMMGPOBSA-N","RM0135913"
"Norepinephrine","Norepinephrine","C8H11NO3","169.0739","Alkaloids","Tyrosine alkaloids","Phenylethylamines","439260","18357","HMDB0000216",NA,"C00547","SFLSHLFXELFNJZ-QMMMGPOBSA-N","RM0135913"
"Norepinephrine","Norepinephrine","C8H11NO3","169.0739","Alkaloids","Tyrosine alkaloids","Phenylethylamines","439260","18357","HMDB0000216",NA,"C00547","SFLSHLFXELFNJZ-QMMMGPOBSA-N","RM0135913"
"4-Acetamidobutanoic acid","4-Acetamidobutanoic acid","C6H11NO3","145.0739","Organic acids","Amino acids and peptides","Amino acids","18189","17645","HMDB0003681",NA,"C02946","UZTFMUBKZQVKLK-UHFFFAOYSA-N","RM0042346"
"4-Acetamidobutanoic acid","4-Acetamidobutanoic acid","C6H11NO3","145.0739","Organic acids","Amino acids and peptides","Amino acids","18189","17645","HMDB0003681",NA,"C02946","UZTFMUBKZQVKLK-UHFFFAOYSA-N","RM0042346"
"4-Acetamidobutanoic acid","4-Acetamidobutanoic acid","C6H11NO3","145.0739","Organic acids","Amino acids and peptides","Amino acids","18189","17645","HMDB0003681",NA,"C02946","UZTFMUBKZQVKLK-UHFFFAOYSA-N","RM0042346"
"p-Aminobenzoic acid","p-Aminobenzoic acid","C7H7NO2","137.0477","Benzenoids","Benzenes","Aminobenzoic acids","978","30753","HMDB0001392",NA,"C00568","ALYNCZNDIQEVRV-UHFFFAOYSA-N","RM0156087"
"p-Aminobenzoic acid","p-Aminobenzoic acid","C7H7NO2","137.0477","Benzenoids","Benzenes","Aminobenzoic acids","978","30753","HMDB0001392",NA,"C00568","ALYNCZNDIQEVRV-UHFFFAOYSA-N","RM0156087"
"p-Aminobenzoic acid","p-Aminobenzoic acid","C7H7NO2","137.0477","Benzenoids","Benzenes","Aminobenzoic acids","978","30753","HMDB0001392",NA,"C00568","ALYNCZNDIQEVRV-UHFFFAOYSA-N","RM0156087"
"cis-p-Coumaric acid","cis-p-Coumaric acid","C9H8O3","164.0473","Organic acids","Phenylpropanoids","Cinnamic acids","1549106","17450","HMDB0030677",NA,"C00811","NGSWKAQJJWESNS-UTCJRWHESA-N","RM0136626"
"cis-p-Coumaric acid","cis-p-Coumaric acid","C9H8O3","164.0473","Organic acids","Phenylpropanoids","Cinnamic acids","1549106","17450","HMDB0030677",NA,"C00811","NGSWKAQJJWESNS-UTCJRWHESA-N","RM0136626"
"cis-p-Coumaric acid","cis-p-Coumaric acid","C9H8O3","164.0473","Organic acids","Phenylpropanoids","Cinnamic acids","1549106","17450","HMDB0030677",NA,"C00811","NGSWKAQJJWESNS-UTCJRWHESA-N","RM0136626"
"(2S)-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one","(2S)-4'-hydroxyflavanone","C15H12O3","240.078644","Phenylpropanoids and polyketides [C0000261]","Flavonoids [C0000334]","Flavans [C0000337]","688859","41965",NA,NA,NA,"ZLHVIYHWWQYJID-HNNXBMFYSA-N","56440"
"(2S)-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one","(2S)-4'-hydroxyflavanone","C15H12O3","240.078644","Phenylpropanoids and polyketides [C0000261]","Flavonoids [C0000334]","Flavans [C0000337]","688859","41965",NA,NA,NA,"ZLHVIYHWWQYJID-HNNXBMFYSA-N","56440"
"(2S)-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one","(2S)-4'-hydroxyflavanone","C15H12O3","240.078644","Phenylpropanoids and polyketides [C0000261]","Flavonoids [C0000334]","Flavans [C0000337]","688859","41965",NA,NA,NA,"ZLHVIYHWWQYJID-HNNXBMFYSA-N","56440"
"Thymine","Thymine","C5H6N2O2","126.0429","Nucleic acids","Pyrimidines","Other pyrimidines","1135","17821","HMDB0000262",NA,"C00178","RWQNBRDOKXIBIV-UHFFFAOYSA-N","RM0040235"
"Thymine","Thymine","C5H6N2O2","126.0429","Nucleic acids","Pyrimidines","Other pyrimidines","1135","17821","HMDB0000262",NA,"C00178","RWQNBRDOKXIBIV-UHFFFAOYSA-N","RM0040235"
"Thymine","Thymine","C5H6N2O2","126.0429","Nucleic acids","Pyrimidines","Other pyrimidines","1135","17821","HMDB0000262",NA,"C00178","RWQNBRDOKXIBIV-UHFFFAOYSA-N","RM0040235"
"cis-4-hydroxy-L-proline","cis-4-Hydroxyproline","C5H9NO3","131.0582","Organic acids","Amino acids and peptides","Amino acids","440015","28397","HMDB0240251",NA,"C01015","PMMYEEVYMWASQN-IMJSIDKUSA-N","RM0021808"
"cis-4-hydroxy-L-proline","cis-4-Hydroxyproline","C5H9NO3","131.0582","Organic acids","Amino acids and peptides","Amino acids","440015","28397","HMDB0240251",NA,"C01015","PMMYEEVYMWASQN-IMJSIDKUSA-N","RM0021808"
"cis-4-hydroxy-L-proline","cis-4-Hydroxyproline","C5H9NO3","131.0582","Organic acids","Amino acids and peptides","Amino acids","440015","28397","HMDB0240251",NA,"C01015","PMMYEEVYMWASQN-IMJSIDKUSA-N","RM0021808"
"L-Valine","Valine","C5H11NO2","117.079","Organic acids","Amino acids and peptides","Amino acids","6287","16414","HMDB0000883",NA,"C00183","KZSNJWFQEVHDMF-BYPYZUCNSA-N","RM0136018"
"L-Valine","Valine","C5H11NO2","117.079","Organic acids","Amino acids and peptides","Amino acids","6287","16414","HMDB0000883",NA,"C00183","KZSNJWFQEVHDMF-BYPYZUCNSA-N","RM0136018"
